id,title,year,keyword
3284110,"12 and Holding",2005,"12-year-old,12th-birthday,absent-father,accident,adolescence,adoption,african-american,anger,anosmia,apple,arson,artificial-respiration,atheist,bare-butt,bare-chested-boy,bare-chested-male,baseball-glove,basement,bicycle,bicycle-helmet,birthday,birthmark,blood,boy,breaking-down-a-door,brother-brother-relationship,brother-sister-relationship,bulldozer,bunk-bed,burying-a-dead-body,chainsaw,child,child-murders-a-child,child-uses-a-gun,childhood,christmas,class,classroom,coach,coming-of-age,construction-site,construction-worker,crush,crying,dancer,dancing,dead-body,death,death-of-brother,death-of-son,death-of-twin,dieting,digging-a-grave,divorcee,doctor,euthanasia,family-relationships,father-daughter-relationship,father-son-relationship,female-voyeur,fire,firefighter,fireworks,flashback,flashlight,flute,flutist,food,forgiveness,fourth-of-july,friend,friendship,funeral,gas-leak,girl,girl-man-relationship,girl-with-glasses,gun,gym-class,halloween,hockey-mask,hospital,hostage,husband-wife-relationship,infatuation,interracial-adoption,jogging,lipstick,loneliness,loss-of-son,loss-of-taste,loss-of-twin,love,male-nudity,male-objectification,mask,menstruation,mercy-killing,molotov-cocktail,mother-daughter-relationship,mother-son-relationship,murder,number-in-title,nurse,nutrition,obesity,older-man-younger-woman-relationship,photograph,picnic,picnic-basket,plastic-surgery,police-car,policeman,precocious-child,prison,prison-visitation,psychotherapist,psychotherapy,rain,revenge,running,running-away,salad,school,secret-club,secret-club-house,secret-clubhouse,secret-hideout,sense-of-smell,sense-of-taste,sexual-attraction,sexual-awakening,shirtless-wood-chopping,shirtless-woodcutting,shower,singer,singing,song,stepbrother-stepbrother-relationship,suicide,taking-a-shower,talent-show,tampon,teacher,tears,teenage-boy,teenage-girl,teenager,theft,thief,time-lapse-photography,toilet,trailer-home,treehouse,twin,underwear,urine,voyeur,voyeurism,wake,wind,wind-chime"
3284549,"13 Dead Men",2003,"fight,heist,inmate,martial-arts,mixed-martial-arts,prison,violence,warden"
3284569,"13 Genders",2004,"bisexual,f-rated,feminism,gay,gender,homosexual,intersex,lesbian,queer,sexuality,transgender"
3284575,"13 Going on 30",2004,"13-year-old,13-year-old-girl,13th-birthday,1980s,2000s,30-year-old,age-in-title,aging,altering-history,athlete,bare-chested-male,best-friend,betrayal,birthday,birthday-girl,birthday-party,birthday-present,birthday-wish,blame,blindfold,blindfolded,body-swap,body-transformation,boyfriend-girlfriend-relationship,brunette,business-presentation,camcorder,central-park-manhattan-new-york-city,chick-flick,child-as-adult,childhood-friend,closet,co-worker,comfort,coming-of-age,coming-of-age-film,competing-businesses,dance,dance-scene,do-over,dollhouse,editor,empire-state-building-manhattan-new-york-city,ends-with-wedding,estrangement,father-daughter-relationship,female-protagonist,female-tears,fiance-fiancee-relationship,first-love,fish-out-of-water,four-word-title,friend,friendship,greenwich-village-manhattan-new-york-city,hairy-chest,hate,junior-high-school,kiss,kissing-game,library,long-brown-hair,magazine,magazine-editor,magazine-format,magical-dust,makeup,male-female-friendship,manhattan-new-york-city,mother-daughter-relationship,mud-mask,new-jersey,new-york-city,nightgown,number-in-title,office-job,party,photographer,pitch-meeting,prank,reference-to-bambi,reference-to-eminem,reference-to-madonna,reference-to-rick-springfield,school-photo,spontaneous-choreography,staff-meeting,stolen-idea,striptease,taking-a-picture,taxi-driver,teen-angst,teen-movie,teenage-boy,teenage-girl,thong,thriller-dance,time-travel,time-travel-romance,turmoil,tween-girl,unrequited-love,wedding,what-if,wish,wish-fulfillment,workplace-rivalry,year-1987"
3284620,"13 Months of Sunshine",2007,"coffee,dream,ethiopian,fashion,green-card,los-angeles-california,modelling"
3284825,"14 Days in America",2005,"fourteen-days,freedom"
3284826,"14 Days in Great Britain",2006,david
3284869,"14 Women",2007,title-directed-by-female
3284901,1408,2007,"african-american,air-vent,alarm-clock,anger,apparition,armoire,arson,atheist,author,bandage,barefoot,based-on-short-story,based-on-the-works-of-stephen-king,bathroom,beach,bible,black-american,blood,blood-stain,bludgeoning,boiling-water,bonfire,book,book-editor,book-signing,book-tour,bookstore,breaking-through-a-brick-wall,bug,burned-alive,burnt-body,cafe,call-for-help,candy,ceiling-fan,cemetery,chase,cigarette-smoking,claustrophobia,clock-radio,closet,coffin,cognac,cold-the-temperature,computer,concussion,count-down,crushed-hand,crying,death,death-of-a-child,death-of-daughter,debunking,deja-vu,delirium,demolition,destruction,diner,door-handle,doppelganger,dream,drink,drinking,drowning,estranged-couple,evil,eye-gouging,falling-from-height,falling-through-the-ceiling,father-daughter-relationship,father-son-relationship,fear,fire,fire-rescue,fire-sprinkler,fireman,flash-forward,flashback,flooding,fly-the-insect,frozen-arm,funeral,ghost,ghost-hunter,girl,grave,guilt,hallucination,hand-injury,hanged-man,hanging-from-a-ledge,haunted-hotel,haunted-house,haunting,hearing-voices,hit-with-a-hammer,hitting-one's-head-on-a-window,home-video,hospital,hospital-gown,hotel,hotel-desk-clerk,hotel-fire,hotel-manager,hotel-room,husband-wife-relationship,ice,illness,infra-red,insanity,insect,investigation,investigator,jumping-out-a-window,key,keyhole,kicked-in-the-face,knife,laptop-computer,lawyer,ledge,letter-opener,library,locked-in-a-room,los-angeles-california,maid,mail,manhattan-new-york-city,map,marital-separation,maze,memory,metaphor,microfilm,mind-deterioration,mind-game,mirror,molotov-cocktail,mother-daughter-relationship,murder,new-york-city,nightmare,noose,number-as-title,number-in-title,nursing-home,occult,painting,panic,paranoia,paranormal-activity,paranormal-phenomena,person-on-fire,photograph,police-car,police-officer,poltergeist,possession,post-office,post-office-box,postcard,publisher,radio,rain,reference-to-encyclopedia-brown,reference-to-franz-kafka,reference-to-truman-capote,refrigerator,remorse,repeated-scene,rescue-from-drowning,restaurant,sanity,scene-at-a-window,secret,self-sacrifice,sense-of-time,shock,shower,siren-the-alarm,skepticism,snow,song,suicide,supernatural-horror,supernatural-power,surfboard,surfer,surfing,surgeon,surprise-ending,surrealism,suspicion,swirling-room,tape-recorder,taxi,tears,telephone,telephone-call,thermostat,throat-slitting,title-appears-in-writing,title-spoken-by-character,transom,trapped,tuberculosis,turned-to-stone,underwater-scene,unplugged-electronic-works,ventilation-shaft,waitress,walking-on-broken-glass,warning,watching-tv,water,webcam,wheelchair,window-falling-on-one's-head,writer"
3285229,"16 Blocks",2006,"african-american,alcoholic,alleyway,ambulance,angel-food-cake,angel-food-cake-recipe,assassin,attempted-murder,bakery,bandaged-hand,bar,bare-chested-male,barrricaded-door,betrayal-by-friend,birthday,birthday-cake,black-american,black-and-white-scene,blood,blood-on-shirt,brother-sister-relationship,bus,car-accident,car-crash,cat,cell-phone,chase,child-hostage,child-in-peril,chinatown-manhattan-new-york-city,chinese-american,chinese-girl,chinese-laundry,conscience,conspiracy,construction-site,contrived-evidence,convict,cop-killed-by-a-cop,corpse,corrupt-cop,courthouse,crooked-cop,damsel-in-distress,dead-body,death,deception,depression,detective,dictaphone,disguise,double-cross,drink,drinking,drunkenness,elevator,epilogue,evidence-tampering,ex-partner,extortion,eye-witness,female-district-attorney,flashback,flat-tire,foot-pursuit,friend,friendship,friendship-between-men,friendship-gone-bad,girl,grand-jury,guilt,gun,gun-in-mouth,gunfight,gunshot-wound,handcuffs,heart-attack,held-at-gunpoint,hired-killer,hit-by-a-car,homicide,hostage,jail,jail-cell,kicking-in-a-door,kidnapping,last-will-and-testament,lawyer,letter,liar,lie,life-changing-decision,limping,liquor-store,lockup,manhattan-new-york-city,manslaughter,marked-for-death,murder,murder-of-a-police-officer,new-york-city,new-york-skyline,notebook,number-in-title,nypd,old-man,on-the-run,one-day,one-man-army,one-step-ahead-of-police,overtime,paramedic,paranoia,partner,petty-thief,photograph,pistol,police,police-captain,police-corruption,police-detective,police-lieutenant,police-officer-shot,police-raid,police-station,policeman,prisoner-transport,prologue,pursuit,race-against-time,reading-a-newspaper,recipe,redemption,remorse,riddle,rifle,rogue-cop,rooftop,sawed-off-shotgun,scene-of-the-crime,seattle-washington,self-righteousness,self-sacrifice,sharpshooter,shirt,shooting,shooting-out-a-car-window,shootout,shot-in-the-back,shot-in-the-hand,shot-in-the-leg,shot-in-the-side,shot-to-death,siege,silencer,slow-motion-scene,sniper,sniper-rifle,snowing,standoff,street-life,subway,subway-station,surprise-ending,suspense,swat-team,tape-recorder,tape-recording,tear-gas,telephone,telephone-call,telephone-disconnects,testimony,title-spoken-by-character,told-in-flashback,tracing-a-telephone-call,urination,violence,voice-over-letter,voice-over-narration,watching-tv,wilhelm-scream,witness,wound"
3285431,"17000 Block",2005,"bag-of-money,bare-breasts,bare-chested-male,breakfast-in-bed,man-sucking-a-lollipop,mother-yelling-at-son,narrated-by-character,shot-multiple-times,stripper,twerking,urban-setting,woman-wearing-a-g-string"
3285863,"187 Shadow Lane",2003,"address-as-title,lowrider,number-in-title"
3286127,1944,2006,"101-airborne-division,battle-of-the-bulge,number-in-title,world-war-two"
3286214,"1955, Seven Days of Fall",2005,"brooklyn-dodgers,brooklyn-new-york-city,ebbets-field,new-york-city,new-york-yankees,year-1955"
3287388,"1st Person Shooter",2004,"mockumentary,ninja,vampire,zombie"
3287464,2,2007,"independent-film,number-as-title,undead,violence,zombie"
3287643,"2 Fast 2 Furious",2003,"action-hero,air-strip,ankle-bracelet,arm-sling,arrest,auto-mechanic,bag-of-money,bare-chested-male,barstow-california,beating,bikini,blood,blood-splatter,brawl,breaking-through-a-wall,brian-oconner-character,bust,butt-slap,car-accident,car-chase,car-crash,car-landing-on-a-boat,car-off-bridge,car-set-on-fire,cigar-smoking,cleavage,convertible,corrupt-cop,cult-film,decoy,demolition-derby,desert-eagle-.50,dodge-viper,ejector-seat,ex-convict,ex-cop,fbi-agent,fistfight,florida-keys,fondling,friendship,gangster,government-agent,gunfight,gunshot-wound,handcuffs,held-at-gunpoint,helicopter,hero,hip-hop,hot-pants,house-arrest,houseboat,illegal-street-racing,informant,intentionally-misspelled-title,interrogation,irish-american,jumping-off-a-bridge,kicked-in-the-face,kissing,machismo,mansion,martial-arts,miami-florida,mixed-martial-arts,money-laundering,motor,murder,nightclub,number-in-title,obscene-finger-gesture,pistol,poker,police,police-chase,police-raid,product-placement,pump-action-shotgun,punched-in-the-face,punched-in-the-stomach,racing,raised-middle-finger,rat,reckless-driving,reference-to-fabio,robbery,roman-pearce-character,second-part,sequel,sequel-to-cult-favorite,sequel-with-unusual-number,shooting,shootout,shot-in-the-chest,shot-in-the-shoulder,shotgun,showdown,sledgehammer,street-racing,stunt,suspicion,tarmac,tej-parker-character,thong,thrown-from-a-car,title-appears-in-song,torture,tough-guy,tracking-device,trailer-home,trust,turbo-charged,undercover-agent,woman-in-a-bikini,wrestling"
3287817,"2 Minutes Later",2007,"assumed-identity,bathroom-sex,blow-up,bondage,cell-phone,chase,cigarette-smoking,computer,detective,female-detective,female-nudity,gas-station,gay,gay-detective,gay-kiss,gay-photographer,gay-sex,gay-twins,girls-with-guns,gun,identical-twins,kiss,lesbian,lesbian-kiss,lesbian-policewoman,lesbianism,lgbtq,male-frontal-nudity,male-full-frontal-nudity,male-nudity,male-pubic-hair,nude-modeling,nudity,number-in-title,pennsylvania,philadelphia-after-dark,philadelphia-pennsylvania,photograph,photographer,photography,photos-don't-lie,private-detective,pubic-hair,rear-window,sex,taking-a-picture,telephone-call,time-in-title,twin,twin-brother,underwear"
3288186,"20 Funerals",2004,number-in-title
3288281,"20 Something",2006,"friendship,independent-film,love"
3288346,"20,000 Miles on a Horse",2007,"animal-in-title,comma-in-title,number-in-title,punctuation-in-title"
3288390,"200 American",2003,"advertising,australian-man,boyfriend-boyfriend-relationship,death-of-brother,escort,fiance,gay,gay-kiss,gay-sex,gay-slur,homosexual,hustler,independent-film,male-prostitute,male-prostitution,manhattan-new-york-city,name-calling,new-york-city,number-in-title,photography,queer-cinema,seduction,sex,sham-marraige,two-word-title,uses-the-word-fag"
3288515,"2001 Maniacs",2005,"acid,adolescent-boy,anal-sex,animal-cruelty,armadillo,barbecue,barbed-wire,bare-breasts,bare-butt,bestiality,blindfold,blood,blood-splatter,bound-and-gagged,boxer-shorts,camel-toe,cannibalism,castration,cat,cemetery,college-life,confederate-flag,cousin-cousin-relationship,crushed-to-death,cult-film,death,decapitation,deep-south,dismemberment,double-barreled-shotgun,drawn-and-quartered,duel,eye-patch,fellatio,female-nudity,georgia,ghost,gore,head-cut-in-two,head-on-a-stake,hitchhiking,homosexual,hook-through-the-chin,horror-movie-remake,horseshoe-throwing,hung-by-hook,impalement,incest,killed-during-sex,killed-with-acid,kissing-cousins,knife-in-chest,knife-in-the-chest,knife-throwing,lesbian-kiss,lesbianism,male-bonding,male-full-back-nudity,male-nudity,male-pubic-hair,male-rear-nudity,masturbation,mayor,melting-man,moonshine,motorcycle,no-survivors,nudity,penis-bitten-off,prank,pubic-hair,punishment,racism,rear-nudity,redneck,remake,sabre,satire,severed-arm,severed-head,severed-leg,sex,sheep,slingshot,small-town,southern-flag,spreadeagle,spring-break,student-prank,surprise-ending,sword,sword-fight,tattoo-on-butt,underwear,undressing"
3289808,2095,2007,number-in-title
3289922,"21 Grams",2003,"abortion,accident,accidentally-shooting-oneself,adultery,alcoholism,allergy,ambulance,angel-dust-the-drug,anger,architect,artificial-insemination,asphyxiation,attempted-murder,bad-check,bad-heart,bar,barbed-wire-fence,basketball,bathroom,beating,bedridden,betrayal,bible,bicycle,bird,birthday,birthday-cake,birthday-party,bleeding,blood,born-again,bowling,boy,breast-suckling,breasts,buttocks,cafe,car-accident,car-theft,caucasian,cell-phone,chocolate-bar,church,cigarette-smoking,cleavage,clinic,cocaine,coma,computer,corpse,cross,crying,cutting-arm,cutting-self,death,death-of-daughter,death-of-husband,death-of-mother,desert,despair,diner,dinner-party,doctor,drawing,drink,drinking,drug-abuse,drug-addict,drug-addiction,drug-use,drugs,drunkenness,dying,evidence,ex-convict,examination,extramarital-affair,face-slap,faith,fallopian-tubes,family-relationships,fanatic,father-daughter-relationship,father-son-relationship,female-frontal-nudity,female-nudity,fired-from-a-job,flash-forward,flashback,flatlining,fondling,food,golf,golf-course,grief,guard,guilt,gun,gunshot,hamster,handgun,hanging,heart,heart-attack,heart-donor,heart-failure,heart-surgery,heart-transplant,hit-and-run,hit-by-a-car,hope,hospital,hummingbird,husband-wife-relationship,hypodermic-needle,hysteria,icon,illness,independent-film,infertility,infidelity,jail,jail-visitation,jesus-saves-sign,jesus-statuette,joke-telling,ketamine,kiss,knife,latex-gloves,lawyer,leaf-blower,lighter,liquor-store,little-boy,little-girl,loneliness,loss,loss-of-daughter,loss-of-husband,love,male-nudity,male-rear-nudity,marital-separation,marriage,masturbation,mathematician,mathematics,medical-examination,medicine,melodrama,mercy,microphone,minister,monitor,mortality,motel,mother-daughter-relationship,mother-son-relationship,mourning,mouth-spray,multiple-storyline,murder,new-mexico,newspaper-article,nightgown,nipples,nonlinear-timeline,number-in-title,nurse,obscene-finger-gesture,organ-donation,organ-donor,organ-rejection,organ-transplantation,oxygen-tank,pain,panties,party,patient,photograph,physician,pickup-truck,pills,pistol,pity,playing-pool,poem,police,police-car,policeman,porn-video,prayer,pregnancy,prison,prison-cell,prisoner,private-detective,private-eye,professor,racket-ball,racquet,raffle,rain,recovering-alcoholic,red-panties,redemption,reference-to-god,reference-to-jesus-christ,refusing-to-eat,release-from-prison,religion,restaurant,revenge,reverend,revolver,saving-a-life,scar,schizophrenic,sex-in-bed,sexual-attraction,sheriff,shooting,shot-in-sequence,singing,siren,sister-sister-relationship,skull-fracture,slow-motion,small-time-crook,snow,speeding-vehicle,sports-club,stepping-on-glass,stoned,store,suicide,suicide-attempt,suicide-attempt-by-hanging,surgery,suspense,suv,swimmer,swimming,swimming-pool,symbolism,tattoo,teacher,tears,teenage-boy,telephone-call,therapy,thirty-something,time,toilet,tragedy,turning-the-other-cheek,two-word-title,umbrella,underwater-scene,underwear,unfaithfulness,vengeance,voice-over-narration,vomiting,voyeur,wake,washing,washing-machine,washing-pickup-truck,watching-porn,watching-tv,widow,work-detail"
3289954,"21 Up America",2006,"21-year-old,coming-of-age,interview,life-experience,remake,sequel"
3289983,212,2005,number-in-title
3290409,"24 Hours on Craigslist",2005,"dog,german-shepherd,number-in-title"
3290659,"25 Cent Preview",2007,"25-cent-preview,cyrus-amini,guerrilla-filmmaking,independent-film,streets-of-san-francisco"
3290759,"25 Years of Improv Comedy",2005,"alternative-comedy,improv,improvisation,improvisational-comedy,joke,live-audience,live-comedy,live-performance,revue,stage-show,upright-citizens-brigade"
3291076,"29 Reasons to Run",2006,"actor,buddy,chase,coming-of-age,dating,ex-girlfriend,georgia,independent-film,life-after-college,los-angeles-california,louisiana,love,mini-van,road-trip,secret,slacker,southern,texas,travel"
3291101,"29th and Gay",2005,"actor,birthday,boyfriend,coffee,coming-out,date,dating,digital,gay,gay-bar,homosexual,homosexuality,human-immunodeficiency-virus,human-immunodeficiency-virus-test,independent-film,mother-son-relationship,number-in-title,reference-to-shakespeare's-henry-v,reference-to-william-shakespeare,theater,theme-park,tour-guide,unemployment"
3291156,2BPerfectlyHonest,2004,"bedtime-story,business-failure,entrepreneur,internet,money-laundering,number-in-title,paramedic"
3291345,"3 Américas",2007,"anti-americanism,f-rated,grandmother-granddaughter-relationship,number-in-title,teenage-girl"
3291530,"3 Easy Payments",2007,"ice-cream-truck,iguana,infomercial"
3291541,"3 Experimental Documentaries by Bill Brown",2005,"avant-garde,experimental,human-rights,road-trip,underground-film"
3291547,"3 Feet Under: Digging Deep for the Geoduck",2003,"clam,geoduck,sushi"
3291752,"3 Needles",2005,"africa,aids,blood-donor,child-rape,china,circumcision,circumcision-ritual,closeted-homosexual,condom,epidemic,female-frontal-nudity,female-nudity,gang-rape,hypodermic-needle,incest-overtones,male-frontal-nudity,missionary,montreal-quebec-canada,mother-son-incest,novice,number-in-title,nun,nun's-habit,nun-raped,porn-industry,porn-star,pregnant-woman-raped,rape,rape-and-revenge,sexual-promiscuity,shantytown,stripper"
3291951,"3 Wise Women",2005,"auteur,independent-film,love,style"
3292111,30,2007,"coming-of-age,cross-country,independent-film,number-in-title,road-trip"
3292154,"30 Days",2006,number-in-title
