id,title,year,taglines
3284869,"14 Women",2007,"They're women. They're powerful. They're senators.,Narrated by Annette Bening.,Featuring 14 of the most powerful women in America.,They're senators.,Featuring fourteen of the most powerful women in America."
3284901,1408,2007,"The Dolphin Hotel invites you to stay in any of its stunning rooms. Except one.,Based on the terrifying story by Stephen King,No one lasts more than an hour.,Enjoy your stay.,Don't stay in 1408.,The only demons in room 1408 are those within you.,The classic thriller we've all been waiting for!"
3285229,"16 Blocks",2006,"For a New York cop and his witness, the distance between life and death just got very short.,1 Witness... 118 Minutes..."
3285431,"17000 Block",2005,"A young man caught up in a street family rivalry learns the meaning of loyalty, honor and respect.,Detroit's underworld...here the codes of loyalty, honor and respect fall to the wayside."
3285863,"187 Shadow Lane",2003,"There's only one place two men will find their souls."
3286003,1906,2007,"A city and its people defying nature."
3286127,1944,2006,"It's been 60 years now... quite a thing I've been through. I just hope we're not forgotten."
3286214,"1955, Seven Days of Fall",2005,"When to Believe was to Achieve back in 1955"
3287483,"2 A.M.",2006,"Its never too late."
3287643,"2 Fast 2 Furious",2003,"How Fast Do You Want It?,2Cool,2Bold,2Sexy,2Tuff,How fast do you like it?,The new models are in,Cross the line one more time"
3287817,"2 Minutes Later",2007,"Identity, Sexuality, Even Life - Everything Can Change in 2 Minutes,meet the new queer crimefighting duo"
3288186,"20 Funerals",2004,"4 cops 20 problems 1 solution."
3288281,"20 Something",2006,"3 Guys, 1 Couch, and a Quarter-life Crisis"
3288390,"200 American",2003,"How Much Are You Worth?"
3288515,"2001 Maniacs",2005,"You are what THEY eat!,The south will rise again!,From the creators of Hostel and Cabin Fever,From Eli Roth, producer of Cabin Fever and Hostel."
3289145,"2010: A Kitchen Odyssey",2005,"Artificial Intelligence with some butter on top!"
3289330,"2012: The Odyssey",2007,"Armageddon Is Not What It Used To Be"
3289808,2095,2007,"Biosynth Corp. cordially invites you to a screening of its latest creation."
3289922,"21 Grams",2003,"Difference between dead and life,How much does life weigh?,They say we all lose 21 grams at the exact moment of our death... everyone. The weight of a stack of nickels. The weight of a chocolate bar. The weight of a hummingbird...,How much does love weigh?,How much does revenge weigh?,This Fall, fate weighs in.,How much does guilt weigh?"
3290197,"23 Lies",2003,"Money... Love... Hollywood... - All the stories are the same.,Money love Hollywood...All the stories are the same..."
3291059,"29 and Holding",2004,"Sometimes you just gotta let go,Sometimes you gotta let go..."
3291076,"29 Reasons to Run",2006,"""Everyone Has Their Reasons"""
3291156,2BPerfectlyHonest,2004,"Sometimes life drives you crazy."
3291271,2wenty9ine,2006,"True Love is worth dying for."
3291530,"3 Easy Payments",2007,"Get your love back on track"
3291547,"3 Feet Under: Digging Deep for the Geoduck",2003,"A documentary for those who let it all hang out"
3291752,"3 Needles",2005,"Where Despair Prevails, Hope Lives.,Three Continents. Three Stories. One Unforgettable Experience."
3291892,"3 Tables",2003,"A male prostitute, a hitman and two gay women walk into a restaurant..."
3291951,"3 Wise Women",2005,"Comedy. Romance. Horror. You decide."
3292154,"30 Days",2006,"Know who your brother really is."
3292169,"30 Days of Night",2007,"They're Coming!,Welcome to Barrow (Alaska), Inhabitants: (scratched number 588') 15"
3292217,"30 Miles",2004,"A lot can happen in 30 Miles.,It's amazing how far you can go in 30 Miles..."
3292373,300,2006,"Feel the wrath in IMAX,Spartans, tonight, we dine in hell!,Based on Frank Miller's Graphic Novel,Thirsty for Spartan blood!,Pledged to crush!,This is where we fight, this is where they die!!,What does it mean to turn one of the great graphic novels of our time into a major motion picture?,Spartans, prepare for glory!"
3292821,"36 pasos",2006,"Don't close your eyes....watchmen never rest,Walls have ears,Death walks behind. Hell waits ahead,The idyllic summer's day that became a nightmare of fear and blood...,Step into sheer mayhem,These girls just gotta have fun"
3292886,"365 Boots on Ground",2005,"Following Soldiers from Home into the Heart of Iraq for an Entire Year"
3293021,"39 Pounds of Love",2005,"At birth he was given 6 years to live... at 34, he takes the journey of a lifetime."
3293039,"39: A Film by Carroll McKane",2006,"There is no excuse for murder... And no explanation for need."
3293063,"3:10 to Yuma",2007,"Time waits for one man"
3293096,3:52,2005,"A young woman battling addiction must go on a spiritual journey to face the demon that's haunting her."
3293313,4,2007,"Four seasons. Four continents. Four groups of musicians. One timeless piece of music."
3293877,41,2007,"On February 20, 2003, the 4th largest nightclub fire in American history claimed the lives of 100 people. This film is about 1 of them."
3293907,416,2004,"How do you define marriage?"
3293961,420,2004,"A comedy you can put in your pipe and smoke"
3294348,"4: Rise of the Silver Surfer",2007,"Rise,Discover the secret of the Surfer"
3294457,"4th and Long",2005,"Real fans never give up....Unless they do"
3294986,"50 Bucks",2003,"Sometimes, it takes a whole day to grow up."
3295014,"50 First Dates",2004,"Imagine having to win over the girl of your dreams... every friggin' day!,The ultimate bachelor will face the ultimate challenge."
3295252,"500 Years Later",2005,"Until lions tell their story, the tale of the hunt will always glorify the hunter."
3296188,"666: The Child",2006,"A New Dawn Has Arrived,""His Name Was Death, And Hell Followed With Him.""  Revelation 6:8"
3296441,"7 Colombian Kilos",2007,"Every gram counts... some lives don't."
3296614,"7 More Days in the Tank",2006,"""I'm not drunk, I have Cerebral Palsy. Pretty big word for a drunk-ass!"""
3296729,"7 Year Zig Zag",2003,"Was It Worth It?"
3296752,"7-10 Split",2007,"The future rests on their balls."
3296854,"711: The Hit Musical!",2006,"One man's terrorist plot is another man's ratings gambit"
3296999,761st,2007,"WWII Had More Heroes Than You Know"
3297099,"7eventy 5ive",2007,"Play The Game. Obey The Rules. Pray For Mercy,Every Game Has A Winner......... And A Loser,Loosing In This Game Will Cost You.... Your Life,It Was Just A Harmless Phonecall"
3297334,"8 of Diamonds",2006,"Priceless Diamond. Flawless Scheme. Shameless Criminals."
3297385,"8 Wheels & Some Soul Brotha' Music",2003,"One Man . . . One Camera . . . Sixteen Cities . . . Thousands Of Roller Skaters"
3297643,"88 Hits",2003,"A Mobumentary Film,A Family Who Steals Together Stays Together"
3297647,"88 Minutes",2007,"He has 88 minutes to solve a murder. His own.,Tick Tock, Tick Tock,Jack Gramm has eighty-eight minutes to solve a murder his own.,Time is running out."
3297853,"9 Lives of Mara",2007,"Evil wears many faces..."
3298045,9/Tenths,2006,"How far would you go to survive?"
3298259,"95 Miles to Go",2004,"1000 Miles. 8 Days. 7 Cities. 2 Friends. 1 Car. Never Again."
3298348,99,2006,"It's better to live for one moment than die for 99 years."
3298460,9A,2006,"""9A"" is the story of a young man's return home to New York to care for his dying sister."
3299726,"A Book of Truth, a Book of Lies",2006,"The Art of Knowing,Entertainment for the Rational"
3299765,"A Bothered Conscience",2006,"There are no forgiveness for SOME trespasses!,Some family legacies...are better left alone!,A Family Legacy ... Gone Terribly Wrong"
3299870,"A Boy Named Jason",2005,"Growing Up is Hard to Do"
3300032,"A Bridge to the Gods",2006,"Ancient East Indian dances are a clue to contemporary East Indian values"
3300659,"A Carol of Christmas",2005,"Bah! Humbug!"
3301471,"A Christmas Family Tragedy",2006,"The worst mass murder in North Carolina history ignited a mystery that remains A Christmas Family Tragedy"
3301636,"A Cinderella Story",2004,"Once upon a time... can happen any time."
3302546,"A Cowboy's Silver Lining",2004,"In my line of business, there is no silver lining..."
3302600,"A Crime",2006,"The victim could be anyone"
3302623,"A Crocus Bloomed",2004,"Anyone can descend...everyone does,Lindsay Needham is a journalism student. Last fall, he completed the first draft of an article, depicting the serious drug addiction of someone very close to him. This is his story."
3302684,"A Cry from Iran",2007,"Untold Story of Iran Christian Martyrs"
3302933,"A Dance for Bethany",2007,"She escaped her comfortable and politically correct world on a journey that she wasn't prepared to embrace, discovering her real father, her real enemies and her true self in the process."
3303547,"A Day in the Life of Joe Redwood",2007,"An Average Day For a Not So Average Joe,What did you do today?"
3303677,"A Day Off",2006,"The Hardest Thing to Change is Your Mind"
3303806,"A Day Without a Mexican",2004,"On May 14 there will be no Mexicans in California."
3303967,"A Deeper Love",2007,"Is love strong enough to go through anything?"
3304276,"A Dirty Shame",2004,"Threatening the very limits of common decency."
3304444,"A Dog's Breakfast",2007,"Patrick wants to add another skeleton to the family closet.,Man's best friend makes the worst accomplice."
3304463,"A Dog's Life: A Dogamentary",2004,"Looking for love and finding a purpose"
3304640,"A Dragon's Tale",2006,"Can the mysteries of the Dragon's Tale lead Eric on the right path?"
3304687,"A Dream in Doubt",2007,"When his brother is murdered in America's first post-9/11 revenge killing, Rana Singh Sodhi begins a journey to reclaim his American dream and fight the hate that continues to threaten his community."
3304702,"A Dream of Color in Black and White",2005,"Nothing is impossible, in dreams, and in love."
3305437,"A Father's Worth",2007,"How far would you go to protect your family..."
3306228,"A Foreign Affair",2003,"They're not looking for love, they're looking for a wife"
3306268,"A Forked World",2004,"The story of two mean people who struggle to remain mean in a world that wants them to be nice."
3306306,"A Four Course Meal",2006,"Hope you're hungry!"
3306310,"A Four Letter Word",2007,"Romance is so Profane!,Romance is so dirty."
3306476,"A Fronteira",2003,"No human is illegal"
3306830,"A Gentle Art",2007,"An unforgettable night that he can't remember."
3307351,"A Good Band Is Easy to Kill",2005,"These are the last days of the best band you never heard."
3307450,"A Good Life: The Joe Grushecky Story",2007,"A tale of determination, passion, desire and success...no matter how you measure it."
3307564,"A Good Woman",2004,"Seduction. Sex. Scandal. She's the talk of the town.,Every saint has a past. Every sinner has a future."
3307567,"A Good Year",2006,"Everything matures... eventually.,Sometimes it takes a change of scenery to have a change of heart."
3307790,"A Guest to the Road",2005,"Somewhere between the garage and fame, there is a road..."
3307814,"A Guide to Recognizing Your Saints",2006,"Queens, New York, 1986. Sometimes the only way forward, is back.,Sometimes the only way to move forward is to go back,In the end, he left everyone and everything... but no one really left him."
3307863,"A Guy Thing",2003,"He Finally Found The Perfect Girl.,Boy meets girl. Boy meets girl's cousin."
3308417,"A History of Violence",2005,"Everyone has something to hide.,A film by David Cronenberg,Tom Stall had the perfect life... until he became a hero."
3308466,"A Hole in One",2004,"Transorbital Lobotomy...is it right for you? Ask your doctor"
3308542,"A Home at the End of the World",2004,"Family can be whatever you want it to be."
3308758,"A House on a Hill",2003,"He had one last chance to build his dream"
3309046,"A Jihad for Love",2007,"Islam Like You've Never Seen It"
3309187,"A Joyce Story",2003,"What's love got to do with anything?"
3309371,"A Killer Within",2004,"Suspect Everyone... Trust No One...,A powerful lawyer becomes the prime suspect when his wife is found murdered."
3309387,"A Killing in Choctaw",2004,"The Power of Forgiveness"
3309933,"A Lawyer Walks Into a Bar...",2007,"A lurid tale of lawsuits and lawyers and America's obsession with both."
3309945,"A League of Ordinary Gentlemen",2004,"Inside The Wild Wild World Of Professional Bowling!"
3310765,"A Little Trip to Heaven",2005,"There is no such thing as a no fault death.,Conscience is a killer."
3310841,"A Lobster Tale",2006,"They never asked for a miracle."
3311094,"A Lot Like Love",2005,"There's nothing better than a great romance... to ruin a perfectly good friendship."
3311121,"A Lousy 10 Grand",2004,"The middle class squeeze just got tighter."
3311162,"A Love Song for Bobby Long",2004,"The heart is a lonely hunter."
3311571,"A Man Apart",2003,"When they took his love... they took his life. On April 4th. he's taking it back.,Love changes a man. Revenge tears him apart.,Nothing left to live for......everything to fight for"
3311668,"A Man Named Pearl",2006,"""In this life you're gonna have obstacles. The thing about it is, don't let those obstacles determine where you go."""
3311875,"A Map for Saturday",2007,"Our Year Around the World"
3312422,"A Miami Tail",2003,"No peace in the streets means no piece between the sheets."
3312530,"A Mighty Heart",2007,"It was an event that shocked the world. This is the story you haven't heard.,One woman dared to keep hope alive"
3312535,"A Mighty Wind",2003,"Back together for the first time, again."
3313221,"A Most Particularly Peculiar Bank Heist",2005,"Give me back my Cocaine! Give me back my Freedom!"
3313990,"A New Tomorrow",2007,"Sex, Drugs, Rock, Religion and Politics"
3314104,"A Night at Sophie's",2004,"A comedy about life, love...  and missed opportunities"
3314182,"A Night in Compton",2004,"Every secret has its price."
3314642,"A One Time Thing",2004,"Nothing heals a broken heart like a little revenge"
3314804,"A Panther in Africa",2004,"Pete O'Neal is a man living between two worlds. American and Africa, his radical past and his uncertain future"
3315146,"A Perfect Fit",2005,"Do you really know who you're dating?"
3315189,"A Perfect Song",2003,"An eccentric musical composer obsesses over composing the worlds perfect song,In an imperfect world, there is a perfect song."
3315550,"A Place Called Home: An Adoption Story",2004,"We search for this place our whole lives, but sometimes it finds us."
3315756,"A Plumm Summer",2007,"When the most popular frog on TV goes missing, two brothers go on the adventure of a lifetime to find him."
3315862,"A Poor Kid's Guide to Success",2007,"In this industry, if you control the material, you control destiny...,It's a movie about not wanting to wear a suit or a uniform."
3316029,"A Prairie Home Companion",2006,"Radio like you've never seen it before.,Live every show like it's your last."
3316602,"A Question of Time",2006,"One moment can change everything..."
3316959,"A Reason for Living",2006,"""A Neo-realistic doc-u-skate drama shot guerilla style"""
3317093,"A Relative Thing",2003,"A death broke the family apart. Sixteen years later, a secret will bring them together."
3317311,"A Ripple in the World",2007,"A random act of violence sets off a chain of events. From the salvation of a killing bully, to an awkward encounter with a virgin suffering an epileptic sleep disorder, to a transvestite's reunion with a past she left behind as a reckless man."
3317358,"A Road Less Traveled",2006,"Some paths are harder to take than others."
3317916,"A Scanner Darkly",2006,"What Does A Scanner See?,Everything Is Not Going To Be OK"
3318284,"A Series of Unfortunate Events",2004,"On December 17, Christmas cheer takes a holiday.,Don't say we didn't warn you.,This Holiday, Christmas Cheer takes a break.,At last a holiday movie without all that pesky hope and joy.,Mishaps. Mayhem. Misadventures. Oh joy.,Ruinning Christmas December 17.,We're very concerned,Darkening theaters December 17."
3319037,"A Slow Dissolve",2007,"All We Can Do Is Move On"
3319477,"A Sound of Thunder",2005,"Evolve or die.,Some Rules Should Never Be Broken."
3320255,"A Stupid Movie for Jerks",2007,"Come and see me, I was made for you,Come and see me; I was made for you."
3320770,"A Tale of Two Pizzas",2003,"A Romantic Comedy That Delivers.,A Hi-Carb Romance!"
3321165,"A Test of Will",2005,"Life begins at the finish line."
3321187,"A Texas Tale of Treason",2006,"How I learned to HATE the bomb. The ""almost making of"" Waldo..."
3321701,"A Totally Minor Motion Picture",2004,"A high comedy about low budget filmmaking... with your friends"
3321716,"A Touch of Fate",2003,"Connected by chance, bound by love"
3322126,"A Trip Down Market",2005,"What will it be in 2105?"
3323423,"A Walk of Wisdom",2004,"True beauty comes from the heart"
3323449,"A Walk to Beautiful",2007,"Giving birth should not be a death sentence. In the heart of Ethiopia five women fight to reclaim their lives."
3324682,"A Year and a Day",2005,"What do you do when the one thing that's been true all your life isn't true anymore?"
3325023,A-List,2006,"A-list...if you're not on the list you're nobody..."
3325076,"A. (Anonymous)",2006,"It takes a village. And an idiot."
3326741,"Abandoned in the Arctic",2007,"Twenty-five men left for the Arctic, only six returned. Who was to blame?"
3326953,"Abbey of Thelema",2007,"Aleister Crowley, The Beast, begins a Thelemic Commune in Cefalu, Sicily."
3327028,"Abby Singer",2003,"Never the last shot,Light the world up"
3327280,"Abduction: The Megumi Yokota Story",2006,"One girl. Two nations. The shocking truth."
3327978,Abominable,2006,"Some Things Are Better Left Unfound,We've hunted it for decades... But now, its decided to hunt us.,We've Hunted It for Years, but What Happens When It Decides to Hunt Us?,If The Cops Want To Solve These Murders, They'll Have To Think Big. Really Big,Think Big."
3328353,"Above and Beyond: The Story of Cpl. William T. Perkins, Jr. USMC",2006,"The brave ones fought with guns, the crazy ones fought with cameras"
3328920,"Absolute Horror",2007,"When a Reality show becomes real HORROR"
3329275,Abused,2006,"About the second chance a woman gets after pleading guilty to first degree murder."
3329634,Accepted,2006,"Reject rejection,When every college turned them down. . . they made one up.,Battle Royale,The rejected have defected"
3329673,"Access Nation",2004,"Be the show."
3330163,Aces,2006,"Three Girls. One Summer. No Limit."
3330761,Acrimony,2004,"In some eyes lie the undeniable truth, in others, lie an unimaginable terror!"
3330984,"Across the Universe",2007,"All you need is love.,Within the lyrics of the world's most famous songs, lives a story that has never been told. Until now.,They lived without rules. They loved without fear. But as the world changed, so did they.,From director Julie Taymor comes the most original, exhilarating, spectacular, groundbreaking motion picture of the year."
3331117,"Act One",2005,"Fade In. Grow Up. Fade Out."
3331611,"Actress Apocalypse",2005,"You are cordially invited to the Actress Apocalypse....."
3331979,"Adam & Evil",2004,"One bad apple...ripe for revenge"
3331986,"Adam & Steve",2005,"the tempting new comedy from the producers of 'Latter Days'"
3332058,"Adam and Eve",2005,"She's got it all... and he's not getting any."
3332699,"Addison's Wall",2006,"Grief has a voice of its own."
3333723,Adrenaline,2007,"You only get one shot."
3334381,"Adventures Into Digital Comics",2006,"In the 90s, comic books lost millions of readers. Can the Internet win them back?"
3334464,"Adventures of Johnny Tao",2007,"Rock-a-billy music and martial arts meets ""Night of the Living Dead."",Rock-a-billy music, martial arts, and donut-eating demons."
3335184,"Affectionately Yours, Screwtape: The Devil and C.S. Lewis",2007,"a thin volume of imaginative letters between two devil"
3335320,"Afghan Knights",2007,"You can't fight what's in these mountains."
3335568,"Africa Open for Business",2005,"Ten countries. One continent. A global world. Get ready to see Africa a whole new way."
3335755,"Afrika Unzipped",2005,"After 30 years in Africa, American expatriate Alan Donovan helps Kenya celebrate the new millennium and fight HIV AIDS."
3336279,"After Innocence",2005,"Freedom is just the Beginning"
3336471,"After School Special",2003,"They couldn't rent it, so they made it themselves."
3336485,"After Sex",2007,"Eight Couples. One Conversation."
3336701,"After the Past",2004,"Sometimes the only way to get over the past... is to go after it."
3336786,"After the Sunset",2004,"Who will walk away?"
3336925,After...,2006,"Getting caught is the least of their fears.,To get there you have to leave this world behind."
3336933,Afterbar,2003,"Open all night!"
3337044,Aftermath,2005,"Betrayal has consequences."
3337209,AfterThought,2007,"Now you see him, now your dead"
3337500,"Against the Ropes",2004,"She gave the boxing world the one-two punch they never saw coming."
3337897,Agenda,2007,"There is always an... agenda.,Everyone has one. Some just deadlier than others."
3337952,"Agent Cody Banks",2003,"Save the world. Get the girl. Pass math.,Red Verden. Scor Pigen. Bestå Eksamen.[Denmark]"
3337953,"Agent Cody Banks 2: Destination London",2004,"Adventure is an attitude."
3339843,Aijo,2006,"A film that examines the world through one powerful question: ""What is Love?"""
3339998,"Aimee Semple McPherson",2006,"Sometimes the greatest battle is between flesh and spirit."
3340044,"Ain't Easy Being Green",2007,"Green Party candidate Carl Romanelli fights for his political life to simply obtain ballot access in the 2006 Pennsylvania Senate race.,A common man's quest to become Senator despite insurmountable odds"
3340301,"Air Guitar Nation",2006,"To Air is Human,The official story of America's unofficial pastime."
3341588,"Akeelah and the Bee",2006,"Changing the world... one word at a time."
3342610,"Al Franken: God Spoke",2006,"Taking back America one laugh at a time."
3342854,"Al Qarem",2006,"Before 9/11, an Afghan new yorker, after 9/11 a desert rebel."
3343271,Alabaster,2007,"Can you go home to a place you've never been?"
3344039,"Albert Fish: In Sin He Found Salvation",2007,"In Sin He Found Salvation"
3344718,"Alex & Emma",2003,"Is it love... or are they just imagining things?"
3344790,"Alex and Ro",2005,"A dysfunctional family survives through music"
3344937,Alexander,2004,"Warrior. King. Lover. Seeker. Conqueror. Savior.,Fortune favors the bold,The greatest legend of all was real"
3344995,"Alexander: Hero of Heroes",2007,"Re-Live the Legend !,In the fourth century before Christ, a young Macedonian prince led 30,000 armed and dangerous Greeks into Asia. . . .,Sometimes it's hard to tell your friends from your enemies"
3345220,Alfie,2004,"A player until he got played,What's it all about?,Meet a man who never met a woman he didn't love."
3345359,"Algeny: The Genetic Factor",2007,"He never knew about his past until it tried to kill him"
3346123,"Alice in Wasteland",2006,"You can't keep a bad girl down."
3346285,"Alice's Misadventures in Wonderland",2004,"We are all mad here"
3346434,"Alien Abduction",2005,"The war of the worlds has already begun!"
3346558,"Alien Game",2007,"Face your fear, dude"
3346574,"Alien Hunter",2003,"At the ends of the Earth, it's the end of the world...,There IS something out there!,Earth just got its final warning!"
3346856,"Aliens of the Deep",2005,"The search for life beyond begins below."
3347512,"All About Us",2007,"Sometimes you have to go back to move forward..."
3347571,"All Along",2007,"A mid-life voyage into the fantastic."
3347685,"All Babes Want to Kill Me",2005,"Come Celebrate the Cruelty."
3347823,"All Dolled Up: A New York Dolls Story",2005,"THE definitive document of the New York Dolls."
3348192,"All In",2006,"It's not about the cards you're dealt, it's how you play them,It's amazing how many ways you can be.... all in."
3348427,"All Kindsa Girls",2006,"An evolutionary tale featuring The Real Kids"
3348932,"All Souls Day: Dia de los Muertos",2005,"The dead shall have their day."
3349084,"All That I Need",2005,"This Christmas, take a lesson in greed.,Make the million yours this Christmas,Money! Power! Greed!,Don't chase rainbows, chase dreams.,What do you need?,The Million is Mine!"
3349177,"All the Boys Love Mandy Lane",2006,"This Summer Love Kills,There's something about Mandy all the boys love.,Everyone is dying to be with her. Someone is killing for it.,It's the kind of party where everyone gets wasted,She's To Die For,The O.C. meets Friday the 13th"
3349249,"All the King's Men",2006,"Time brings all things to light.,Some people will do anything to gain power. Some will do anything to keep it."
3349322,"All the Real Girls",2003,"Love is a puzzle. These are the pieces."
3349355,"All the Stage Is a World",2005,"And all the players merely men and women"
3349737,"All You've Got",2006,"In life, some lines need to be crossed."
3351225,Almelund,2004,"There's enough in life to be afraid of without making stuff up."
3351369,"Almost Beautiful",2007,"To describe a journey is one thing... To experience it is another thing entirely."
3351400,"Almost Everything.",2007,"We all have a plan... What's yours?"
3351495,"Almost Made",2004,"Bada Bing ...Ya'll"
3351515,"Almost Normal",2005,"What if everyone in the world was gay? Except for you.,Sometimes to be normal, you have to be a little different"
3351582,"Almost Too Late",2005,"Sometimes we choose the books we read....sometimes they choose us...."
3351737,Alone,2005,"Hackers VS The Mob"
3351922,"Alone and Restless",2004,"You will believe in him.,Many people believed that the year 2000 would mark the end of humanity... They were right.,2000 wasn't just another year... This isn't just another movie..."
3351976,"Alone in the Dark",2005,"Evil awakens.,Can mankind defeat the army of darkness unleashed by an ancient evil cult?"
3352089,"Alone with Her",2006,"Anytime. Anywhere. He's watching."
3352153,"Along Came Polly",2004,"For the most cautious man on Earth, life is about to get interesting."
3352228,"Along the Way",2007,"There is a time in each of our lives that we'll never forget. when innocence was freedom, friendship was a home, and a moment of out youth defined us for a lifetime. This is our story,When you're young you're invincible, with your friends you're immortal.,Four friends. One Summer. No turning back,Sometimes in life, the hardest road to travel is the one that leads you home,Four Friends. One Summer. No Turning Back"
3352330,Alpha,2005,"Unprecedented in its scale animation film and video installation for the new Louis Vuitton store on Champs Elysée, Paris"
3352386,"Alpha Dog",2006,"How did a crime with this many witnesses go so far?,Inspired by true events.,How did it ever go so far?,One crime. 3 days. 38 witnesses."
3352403,"Alpha Mail",2007,"The mailman's baby is all grown up... and you're on his route."
3352405,"Alpha Male",2006,"When family is all we have."
3352578,"Already Dead",2007,"...But Never Too Late For Revenge"
3352994,Altered,2006,"They will find you...,Prepare to be...ALTERED.,You know all about hunting trips, don't you?,They came for them. Their coming for you!"
3353007,"Altered by Elvis",2006,"Comb your hair, curl your lip, and swivel you hips! Get ready to take a course in Elvisology..."
3353352,"Alvarez & Cruz",2003,"A film about betrayal, revenge and family"
3353380,"Alvin and the Chipmunks",2007,"Here comes trouble.,They're back & bigger than ever. Christmas,the original entourage.,The Last Man Home.......Is Not Alone.,Things are going to get messy.,Watch out, cause here they come,Get your squeak on!"
3353636,"Always Will",2006,"Create Your Own World"
3353956,"Am I Evil",2007,"How Far Will I Go?"
3354982,"Amateur Porn Star Killer",2006,"But he looked like a really nice guy.,This young girl will be... humiliated, raped, murdered. And you will watch."
3355161,"Amazing Grace",2006,"Behind the song you love is a story you will never forget.,Every song has its story. Every generation has its hero.,One voice changed the lives of millions,The incredible true story of one man's fight to change the world.,You know the song, now be part of the story.,One man led a movement that changed the world."
3356018,"Amends to My Life",2007,"What is the only kind of ship that never sinks? A friendship"
3356065,"America 101",2005,"And they thought getting here was tough..."
3356094,"America Brown",2004,"Ricky Brown went looking for his hero and found himself,Love. Intergrity. Truth. Brotherhood. Rivalry. Friendship. Obsession. Sacrifice. Football. Innocence. Exploitation. Dreams. Faith. Hope. Texas. New York. Home."
3356190,"America the Beautiful",2007,"Does America have an unhealthy obsession with beauty?"
3356362,"America's Lost Landscape: The Tallgrass Prairie",2005,"America's Lost Landscape: The Tallgrass Prairie tells the rich and complex story of one of the most astonishing alterations of nature in human history."
3356620,"American Beer",2004,"A Bockumentary"
3356637,"American Blackout",2006,"Your outrage is waiting."
3356648,"American Bomber",2007,"It's only a matter of time...,It's only a matter of time.,He who lives by ideology alone will have existed in vain."
3356781,"American Combatant",2006,"""The Enemy Lies Within"""
3356952,"American Dreamz",2006,"Imagine a country where the President never reads the newspaper, where the government goes to war for all the wrong reasons, and more people vote for a pop idol than their next President.,Everyone's gotta have...."
3357067,"American Fork",2007,"The life and times of Tracy Orbison, a grocery clerk with the mind of a dreamer, the soul of a poet and the body of a really fat man.,Dream big.,Meet Tracy Orbiso. He's got a lot on his plate."
3357075,"American Fusion",2005,"A comedy as diverse as life itself"
3357081,"American Gangster",2007,"There are two sides to the American dream.,When Hoodlum Bumpy influences American Gangster Frank Lucas"
3357089,"American Generator",2003,"Hope, love, struggle, and friendship. The easy things in life."
3357162,"American Gun",2005,"One nation under fire."
