id,title,year,genre
3297647,"88 Minutes",2007,Drama
3297647,"88 Minutes",2007,Mystery
3297647,"88 Minutes",2007,Thriller
3297853,"9 Lives of Mara",2007,Thriller
3297976,"9/11 Fear in Silence: The Forgotten Underdogs",2006,Documentary
3297997,"9/11 No More Pita Bread in the Lunch Bag",2003,Documentary
3298040,"9/12: From Chaos to Community",2006,Documentary
3298045,9/Tenths,2006,Drama
3298045,9/Tenths,2006,Romance
3298045,9/Tenths,2006,Thriller
3298076,"90 Miles from Home",2007,Documentary
3298131,"90404 Changing",2007,Documentary
3298212,"924 Gilman Street",2007,Documentary
3298259,"95 Miles to Go",2004,Comedy
3298259,"95 Miles to Go",2004,Documentary
3298348,99,2006,Comedy
3298443,"9:04 AM",2007,Comedy
3298443,"9:04 AM",2007,Drama
3298460,9A,2006,Drama
3298536,?,2005,Adventure
3298536,?,2005,Comedy
3298536,?,2005,Drama
3298536,?,2005,Mystery
3298883,"A Balancing Act",2007,Documentary
3299726,"A Book of Truth, a Book of Lies",2006,Drama
3299765,"A Bothered Conscience",2006,Horror
3299870,"A Boy Named Jason",2005,Drama
3299898,"A Boy's Life",2003,Documentary
3300032,"A Bridge to the Gods",2006,Documentary
3300032,"A Bridge to the Gods",2006,History
3300032,"A Bridge to the Gods",2006,Music
3300128,"A Broad Way",2007,Documentary
3300136,"A Brokedown Melody",2004,Documentary
3300136,"A Brokedown Melody",2004,Sport
3300173,"A Broken Sole",2006,Drama
3300505,"A Call to Return: The Oxycontin Story",2006,Documentary
3300571,"A Cantor's Tale",2005,Documentary
3300659,"A Carol of Christmas",2005,Comedy
3300841,"A Catastrophe of Men",2005,Comedy
3300936,"A Century of Sound",2007,Documentary
3300957,"A Certain Foolish Consistency",2007,Drama
3300960,"A Certain Justice",2003,Drama
3300964,"A Certain Kind of Beauty",2006,Documentary
3300965,"A Certain Kind of Death",2003,Documentary
3301450,"A Christmas Carol: Scrooge's Ghostly Tale",2006,Animation
3301471,"A Christmas Family Tragedy",2006,Documentary
3301636,"A Cinderella Story",2004,Comedy
3301636,"A Cinderella Story",2004,Family
3301636,"A Cinderella Story",2004,Romance
3301850,"A Closer Walk",2003,Documentary
3301885,"A Coat of Snow",2005,Comedy
3301885,"A Coat of Snow",2005,Drama
3302052,"A Community Speaks",2004,Documentary
3302147,"A Conspiracy",2003,Drama
3302147,"A Conspiracy",2003,Thriller
3302222,"A Conversation with Basquiat",2006,Documentary
3302468,"A Couple of Days and Nights",2005,Comedy
3302480,"A Couple of White Chicks at the Hairdresser",2007,Comedy
3302480,"A Couple of White Chicks at the Hairdresser",2007,Drama
3302546,"A Cowboy's Silver Lining",2004,Action
3302546,"A Cowboy's Silver Lining",2004,Thriller
3302600,"A Crime",2006,Crime
3302600,"A Crime",2006,Thriller
3302623,"A Crocus Bloomed",2004,Drama
3302623,"A Crocus Bloomed",2004,Mystery
3302623,"A Crocus Bloomed",2004,Sci-Fi
3302684,"A Cry from Iran",2007,Documentary
3302933,"A Dance for Bethany",2007,Drama
3302933,"A Dance for Bethany",2007,Romance
3303088,"A Darkness Swallowed",2006,Drama
3303088,"A Darkness Swallowed",2006,Musical
3303445,"A Day in the Life",2006,Comedy
3303446,"A Day in the Life",2006,Comedy
3303547,"A Day in the Life of Joe Redwood",2007,Comedy
3303677,"A Day Off",2006,Drama
3303694,"A Day on the Force: Women's Professional Tackle Football",2004,Sport
3303803,"A Day with Zaha Hadid",2004,Documentary
3303806,"A Day Without a Mexican",2004,Comedy
3303806,"A Day Without a Mexican",2004,Drama
3303806,"A Day Without a Mexican",2004,Fantasy
3303806,"A Day Without a Mexican",2004,Mystery
3303933,"A Decade Under the Influence",2003,Documentary
3303967,"A Deeper Love",2007,Drama
3304024,"A Descent of Woodpeckers",2004,Drama
3304179,"A Different Loyalty",2004,Drama
3304179,"A Different Loyalty",2004,Romance
3304179,"A Different Loyalty",2004,Thriller
3304234,"A Dinner with Alex Jones",2004,Documentary
3304276,"A Dirty Shame",2004,Comedy
3304444,"A Dog's Breakfast",2007,Comedy
3304463,"A Dog's Life: A Dogamentary",2004,Documentary
3304614,"A Doula Story",2005,Documentary
3304640,"A Dragon's Tale",2006,Action
3304687,"A Dream in Doubt",2007,Documentary
3304702,"A Dream of Color in Black and White",2005,Crime
3304702,"A Dream of Color in Black and White",2005,Drama
3304702,"A Dream of Color in Black and White",2005,Fantasy
3304702,"A Dream of Color in Black and White",2005,Horror
3304702,"A Dream of Color in Black and White",2005,Romance
3304702,"A Dream of Color in Black and White",2005,Sci-Fi
3304702,"A Dream of Color in Black and White",2005,Thriller
3304838,"A Dull House",2004,Comedy
3305437,"A Father's Worth",2007,Drama
3305476,"A Feast of Flesh",2007,Horror
3305553,"A Festa de Margarette",2003,Comedy
3305590,"A Few Good Dykes",2004,Documentary
3305847,"A Fine State This Is",2003,Documentary
3306009,"A Flash of Light",2005,Documentary
3306228,"A Foreign Affair",2003,Comedy
3306228,"A Foreign Affair",2003,Drama
3306228,"A Foreign Affair",2003,Romance
3306255,"A ForesTale",2004,Animation
3306268,"A Forked World",2004,Comedy
3306306,"A Four Course Meal",2006,Horror
3306310,"A Four Letter Word",2007,Comedy
3306310,"A Four Letter Word",2007,Romance
3306476,"A Fronteira",2003,Drama
3306830,"A Gentle Art",2007,Crime
3306830,"A Gentle Art",2007,Drama
3306830,"A Gentle Art",2007,Horror
3306830,"A Gentle Art",2007,Mystery
3306830,"A Gentle Art",2007,Thriller
3306894,"A Get2Gether",2005,Comedy
3307351,"A Good Band Is Easy to Kill",2005,Documentary
3307351,"A Good Band Is Easy to Kill",2005,Music
3307450,"A Good Life: The Joe Grushecky Story",2007,Documentary
3307493,"A Good Night to Die",2003,Action
3307493,"A Good Night to Die",2003,Comedy
3307493,"A Good Night to Die",2003,Thriller
3307564,"A Good Woman",2004,Comedy
3307564,"A Good Woman",2004,Drama
3307564,"A Good Woman",2004,Romance
3307567,"A Good Year",2006,Comedy
3307567,"A Good Year",2006,Drama
3307567,"A Good Year",2006,Romance
3307692,"A Great Disturbance",2007,Comedy
3307721,"A Great Wonder: Lost Children of Sudan",2003,Documentary
3307732,"A Greek Woman",2003,Documentary
3307790,"A Guest to the Road",2005,Documentary
3307790,"A Guest to the Road",2005,Music
3307814,"A Guide to Recognizing Your Saints",2006,Crime
3307814,"A Guide to Recognizing Your Saints",2006,Drama
3307863,"A Guy Thing",2003,Comedy
3307863,"A Guy Thing",2003,Romance
3307936,"A Halfway House Christmas",2005,Comedy
3308007,"A Happy Ending",2005,Action
3308007,"A Happy Ending",2005,Comedy
3308007,"A Happy Ending",2005,Drama
3308280,"A Hero in Heaven",2007,Biography
3308280,"A Hero in Heaven",2007,Documentary
3308280,"A Hero in Heaven",2007,War
3308293,"A Hero's Battle",2004,Drama
3308347,"A Higher Calling",2006,Documentary
3308410,"A History of Sex",2003,Documentary
3308417,"A History of Violence",2005,Crime
3308417,"A History of Violence",2005,Drama
3308417,"A History of Violence",2005,Thriller
3308466,"A Hole in One",2004,Comedy
3308542,"A Home at the End of the World",2004,Drama
3308542,"A Home at the End of the World",2004,Romance
3308726,"A House Divided",2004,Drama
3308758,"A House on a Hill",2003,Drama
3309046,"A Jihad for Love",2007,Documentary
3309127,"A Journey of Dmitry Shostakovich",2006,Documentary
3309127,"A Journey of Dmitry Shostakovich",2006,Music
3309187,"A Joyce Story",2003,Comedy
3309371,"A Killer Within",2004,Drama
3309371,"A Killer Within",2004,Thriller
3309387,"A Killing in Choctaw",2004,Documentary
3309468,"A Kiss at Kerouac's Grave",2004,Drama
3309829,"A Land Between Rivers",2006,Documentary
3309838,"A Land Out of Time",2006,Documentary
3309850,"A Language of Passion/Un Lenguage de Pasion",2005,Documentary
3309933,"A Lawyer Walks Into a Bar...",2007,Documentary
3309945,"A League of Ordinary Gentlemen",2004,Documentary
3309945,"A League of Ordinary Gentlemen",2004,Sport
3310097,"A Letter from Greenpoint",2005,Biography
3310097,"A Letter from Greenpoint",2005,Drama
3310162,"A Letter to True",2004,Documentary
3310205,"A Life Among Whales",2005,Documentary
3310260,"A Life in Hashistan",2007,Crime
3310260,"A Life in Hashistan",2007,Documentary
3310260,"A Life in Hashistan",2007,War
3310340,"A Life That Matters",2007,Family
3310361,"A Life Without Pain",2005,Documentary
3310396,"A Light for Greytowers",2007,Drama
3310396,"A Light for Greytowers",2007,Musical
3310407,"A Light in the Forest",2003,Family
3310407,"A Light in the Forest",2003,Fantasy
3310454,"A Line for Every Occasion",2004,Drama
3310476,"A Lion in the House",2006,Documentary
3310579,"A Little Crazy",2003,Drama
3310649,"A Little Light'll Do Ya: Defending Democracy in America",2005,Documentary
3310765,"A Little Trip to Heaven",2005,Drama
3310765,"A Little Trip to Heaven",2005,Thriller
3310841,"A Lobster Tale",2006,Drama
3310841,"A Lobster Tale",2006,Family
3310841,"A Lobster Tale",2006,Fantasy
3310922,"A Long Road",2005,Drama
3310922,"A Long Road",2005,Music
3311094,"A Lot Like Love",2005,Comedy
3311094,"A Lot Like Love",2005,Drama
3311094,"A Lot Like Love",2005,Romance
3311121,"A Lousy 10 Grand",2004,Comedy
3311121,"A Lousy 10 Grand",2004,Family
3311162,"A Love Song for Bobby Long",2004,Drama
3311244,"A Lover for My Husband",2003,Romance
3311443,"A Magical Life: Circus Flora",2004,Documentary
3311571,"A Man Apart",2003,Action
3311571,"A Man Apart",2003,Crime
3311571,"A Man Apart",2003,Drama
3311571,"A Man Apart",2003,Thriller
3311668,"A Man Named Pearl",2006,Documentary
3311875,"A Map for Saturday",2007,Documentary
3312011,"A Matter of Degrees",2006,Documentary
3312132,"A Measure of Our Humanity: HIV/AIDS in Namibia",2005,Documentary
3312191,"A Melody Looking",2006,Musical
3312278,"A Merry Little Christmas",2006,Comedy
3312278,"A Merry Little Christmas",2006,Family
3312422,"A Miami Tail",2003,Comedy
3312530,"A Mighty Heart",2007,Biography
3312530,"A Mighty Heart",2007,Drama
3312530,"A Mighty Heart",2007,History
3312530,"A Mighty Heart",2007,Thriller
3312530,"A Mighty Heart",2007,War
3312535,"A Mighty Wind",2003,Comedy
3312535,"A Mighty Wind",2003,Music
3313041,"A Moment with You",2006,Drama
3313221,"A Most Particularly Peculiar Bank Heist",2005,Comedy
3313228,"A Most Unlikely Hero",2006,Documentary
3313775,"A Necklace for Julia",2006,Drama
3313829,"A New and Accurate Map of the World",2007,Comedy
3313829,"A New and Accurate Map of the World",2007,Music
3313829,"A New and Accurate Map of the World",2007,Romance
3313990,"A New Tomorrow",2007,Comedy
3314000,"A New Wave",2006,Action
3314000,"A New Wave",2006,Crime
3314015,"A New Wonder of the World",2003,Documentary
3314104,"A Night at Sophie's",2004,Comedy
3314182,"A Night in Compton",2004,Comedy
3314482,"A Normal Life",2003,Drama
3314642,"A One Time Thing",2004,Comedy
3314804,"A Panther in Africa",2004,Documentary
3315146,"A Perfect Fit",2005,Crime
3315146,"A Perfect Fit",2005,Drama
3315146,"A Perfect Fit",2005,Romance
3315146,"A Perfect Fit",2005,Thriller
3315149,"A Perfect Game",2006,Comedy
3315189,"A Perfect Song",2003,Drama
3315550,"A Place Called Home: An Adoption Story",2004,Documentary
3315608,"A Place in Time",2007,Documentary
3315616,"A Place Like This",2005,Documentary
3315628,"A Place of Our Own",2004,Documentary
3315654,"A Place to Dance",2006,Documentary
3315654,"A Place to Dance",2006,Music
3315756,"A Plumm Summer",2007,Adventure
3315756,"A Plumm Summer",2007,Family
3315862,"A Poor Kid's Guide to Success",2007,Biography
3315862,"A Poor Kid's Guide to Success",2007,Comedy
3315862,"A Poor Kid's Guide to Success",2007,Drama
3315996,"A Pound of Flesh",2004,Horror
3316029,"A Prairie Home Companion",2006,Comedy
3316029,"A Prairie Home Companion",2006,Drama
3316029,"A Prairie Home Companion",2006,Music
3316029,"A Prairie Home Companion",2006,Musical
3316602,"A Question of Time",2006,Drama
3316959,"A Reason for Living",2006,Documentary
3317052,"A Reel Man",2005,Documentary
3317093,"A Relative Thing",2003,Drama
3317311,"A Ripple in the World",2007,Drama
3317358,"A Road Less Traveled",2006,Drama
3317748,"A Sacred Duty",2007,Documentary
3317916,"A Scanner Darkly",2006,Animation
3317916,"A Scanner Darkly",2006,Crime
3317916,"A Scanner Darkly",2006,Drama
3317916,"A Scanner Darkly",2006,Mystery
3317916,"A Scanner Darkly",2006,Sci-Fi
3317916,"A Scanner Darkly",2006,Thriller
3317951,"A School of Their Own",2005,Documentary
3318058,"A Season on the Move",2003,Documentary
3318058,"A Season on the Move",2003,Fantasy
3318058,"A Season on the Move",2003,Western
3318070,"A Second Chance",2005,Drama
3318096,"A Second Final Rest: The History of San Francisco's Lost Cemeteries",2004,Documentary
3318284,"A Series of Unfortunate Events",2004,Adventure
3318284,"A Series of Unfortunate Events",2004,Comedy
3318284,"A Series of Unfortunate Events",2004,Family
3318284,"A Series of Unfortunate Events",2004,Fantasy
3318457,"A Shore Dimly Seen",2007,Drama
3318457,"A Shore Dimly Seen",2007,Mystery
3318654,"A Sidewalk Astronomer",2005,Documentary
3319034,"A Slow Boat to Somewhere",2004,Action
3319034,"A Slow Boat to Somewhere",2004,Documentary
3319037,"A Slow Dissolve",2007,Drama
3319477,"A Sound of Thunder",2005,Action
3319477,"A Sound of Thunder",2005,Adventure
3319477,"A Sound of Thunder",2005,Horror
3319477,"A Sound of Thunder",2005,Sci-Fi
3319477,"A Sound of Thunder",2005,Thriller
3319720,"A Stadium Story: The Battle for New York's Last Frontier",2006,Documentary
3319720,"A Stadium Story: The Battle for New York's Last Frontier",2006,Sport
3319809,"A Steady Grind: Another American Family Portrait",2004,Documentary
3320255,"A Stupid Movie for Jerks",2007,Comedy
3320339,"A Summer in the Cage",2007,Documentary
3320365,"A Summer's Tale",2004,Comedy
3320638,"A Tale About Bootlegging",2005,Comedy
3320770,"A Tale of Two Pizzas",2003,Comedy
3320770,"A Tale of Two Pizzas",2003,Romance
3320900,"A Taste of Fear: Return of the Cleveland Torso Killer",2005,Horror
3320938,"A Taste of Provence: History, Art & Culture",2005,Documentary
3321165,"A Test of Will",2005,Drama
3321186,"A Texas Tale",2005,Action
3321186,"A Texas Tale",2005,Comedy
3321186,"A Texas Tale",2005,Crime
3321186,"A Texas Tale",2005,Drama
3321186,"A Texas Tale",2005,Mystery
3321187,"A Texas Tale of Treason",2006,Sci-Fi
3321345,"A Thousand Years of Good Prayers",2007,Drama
3321345,"A Thousand Years of Good Prayers",2007,Romance
3321701,"A Totally Minor Motion Picture",2004,Comedy
3321716,"A Touch of Fate",2003,Drama
3322126,"A Trip Down Market",2005,History
3322321,"A Trumpet at the Walls of Jericho",2005,Documentary
3322767,"A Very Serious Person",2006,Drama
3322925,"A View from the Stoop",2007,Documentary
3323347,"A Wake on the Pier",2007,Documentary
3323422,"A Walk Into the Sea: Danny Williams and the Warhol Factory",2007,Documentary
3323423,"A Walk of Wisdom",2004,Documentary
3323449,"A Walk to Beautiful",2007,Documentary
3323601,"A Wave of Compassion",2006,Documentary
3323758,"A Weigh with Words",2007,Documentary
3324505,"A Work of Fiction",2006,Romance
3324505,"A Work of Fiction",2006,Thriller
3324682,"A Year and a Day",2005,Drama
3324721,"A Year on Earth",2006,Documentary
3324743,"A Yeti in the City",2007,Fantasy
3324745,"A Yiddish World Remembered",2004,Documentary
3324787,"A Zen Life: D.T. Suzuki",2006,Documentary
3325023,A-List,2006,Comedy
3325023,A-List,2006,Drama
3325076,"A. (Anonymous)",2006,Comedy
3325188,"A.k.a. Nikki S. Lee",2006,Drama
3325192,"A.K.A.: It's a Wiley World!",2003,Comedy
3325192,"A.K.A.: It's a Wiley World!",2003,Music
3325236,"A.R. Rahman, the 3rd Dimension Tour",2007,Documentary
3325294,"A/k/a Tommy Chong",2006,Documentary
3326196,"Aardvark'd: 12 Weeks with Geeks",2005,Documentary
3326741,"Abandoned in the Arctic",2007,Documentary
3326953,"Abbey of Thelema",2007,Biography
3326953,"Abbey of Thelema",2007,Comedy
3326953,"Abbey of Thelema",2007,Drama
3326974,"Abbie Girl Spy: Timepiece",2005,Family
3327028,"Abby Singer",2003,Comedy
3327028,"Abby Singer",2003,Drama
3327280,"Abduction: The Megumi Yokota Story",2006,Crime
3327280,"Abduction: The Megumi Yokota Story",2006,Documentary
3327280,"Abduction: The Megumi Yokota Story",2006,Mystery
3327392,"Abel Raises Cain",2005,Biography
3327392,"Abel Raises Cain",2005,Documentary
3327556,"Aberrant Architectures?: Diller + Scofidio at the Whitney Museum",2003,Documentary
3327901,"Able Edwards",2004,Drama
3327901,"Able Edwards",2004,Sci-Fi
3327978,Abominable,2006,Horror
3327978,Abominable,2006,Thriller
3328125,"About Baghdad",2004,Documentary
3328125,"About Baghdad",2004,War
3328172,"About Face: The Story of the Jewish Refugee Soldiers of World War II",2005,Documentary
3328353,"Above and Beyond: The Story of Cpl. William T. Perkins, Jr. USMC",2006,Documentary
3328355,"Above Average",2007,Comedy
3328355,"Above Average",2007,Drama
3328920,"Absolute Horror",2007,Horror
3328949,"Absolute Wilson",2006,Documentary
3328991,"Absolutely Safe",2007,Documentary
3329076,Abstract,2006,Drama
3329275,Abused,2006,Documentary
3329634,Accepted,2006,Comedy
3329673,"Access Nation",2004,Documentary
3330163,Aces,2006,Action
3330163,Aces,2006,Drama
3330761,Acrimony,2004,Horror
3330761,Acrimony,2004,Thriller
3330984,"Across the Universe",2007,Drama
3330984,"Across the Universe",2007,Fantasy
3330984,"Across the Universe",2007,Musical
3330984,"Across the Universe",2007,Romance
3331117,"Act One",2005,Comedy
3331575,"Actors Anonymous: The Truth Behind the Dream",2003,Documentary
3331580,"Actors in War",2005,Documentary
3331580,"Actors in War",2005,War
3331611,"Actress Apocalypse",2005,Comedy
3331611,"Actress Apocalypse",2005,Horror
3331979,"Adam & Evil",2004,Horror
3331986,"Adam & Steve",2005,Comedy
3331986,"Adam & Steve",2005,Drama
3331986,"Adam & Steve",2005,Music
3331986,"Adam & Steve",2005,Romance
3332058,"Adam and Eve",2005,Comedy
3332058,"Adam and Eve",2005,Drama
3332058,"Adam and Eve",2005,Romance
3332453,Addict,2004,Documentary
3332571,Addiction,2003,Thriller
3332699,"Addison's Wall",2006,Drama
3333423,Admissions,2004,Drama
3333723,Adrenaline,2007,Action
